sample,query_id,base_id,other_id,exact,pq,absolute_relative_error,reconstruction_l2,order_inversion,adc_reference_error
3869,4685,21317,134869,1.8649369478225708,1.8311030864715576,0.018142094835639,0.096611462533473969,0,2.384185791015625e-07
3870,9524,130898,312844,1.6941207647323608,1.6746819019317627,0.011474307626485825,0.092996388673782349,0,0
3871,5297,700767,86946,1.4445610046386719,1.4431474208831787,0.00097855599597096443,0.094623327255249023,0,2.384185791015625e-07
3872,5332,554657,418292,2.0026373863220215,1.9888914823532104,0.0068639004603028297,0.090974524617195129,0,3.5762786865234375e-07
3873,314,678987,271366,1.5005320310592651,1.4840630292892456,0.01097544189542532,0.0925331711769104,0,8.3446502685546875e-07
3874,9159,89919,104849,1.9362338781356812,1.9217774868011475,0.0074662421829998493,0.084997810423374176,0,0
3875,274,839277,258977,1.7685365676879883,1.753498911857605,0.0085028810426592827,0.082538463175296783,0,8.3446502685546875e-07
3876,8774,466902,534424,1.7289271354675293,1.727433443069458,0.00086394179379567504,0.088314265012741089,0,9.5367431640625e-07
3877,4837,426687,982621,1.625260591506958,1.6324247121810913,0.0044079828076064587,0.091865226626396179,0,2.5033950805664062e-06
3878,1742,592726,540301,1.8510531187057495,1.8270397186279297,0.012972831726074219,0.093079209327697754,0,4.76837158203125e-07
3879,776,229486,356047,1.8328282833099365,1.8231295347213745,0.0052916840650141239,0.085050433874130249,0,2.2649765014648438e-06
3880,4978,115846,312849,1.8536624908447266,1.8370532989501953,0.0089602032676339149,0.09001757949590683,0,1.1920928955078125e-07
3881,4004,960386,266347,1.9416849613189697,1.9133758544921875,0.014579660259187222,0.090813234448432922,0,1.1920928955078125e-06
3882,7931,736589,774810,1.8810510635375977,1.8611154556274414,0.010598121210932732,0.094214826822280884,0,1.1920928955078125e-07
3883,3082,540484,816372,1.7027971744537354,1.6881386041641235,0.0086085237562656403,0.089995525777339935,0,2.384185791015625e-07
3884,8660,625274,438149,1.6410448551177979,1.6182488203048706,0.013891170732676983,0.092465564608573914,0,1.1920928955078125e-07
3885,4600,980495,437365,1.6788425445556641,1.6510282754898071,0.016567526385188103,0.095525100827217102,0,1.0728836059570312e-06
3886,7020,963236,636539,1.9273735284805298,1.8934377431869507,0.017607269808650017,0.088508270680904388,0,3.5762786865234375e-07
