worker,sequence,query_id,pass,policy,latency_us,exact_evals
0,73,1479,0,1,144.625,16
0,74,1479,0,1,99.674999999999997,16
0,75,7466,0,0,172.94999999999999,0
0,76,8388,0,0,169.10300000000001,0
0,77,3358,0,1,157.58699999999999,16
0,78,3358,0,1,113.833,16
0,79,9795,0,0,170.83099999999999,0
0,80,14020,0,0,179.733,0
0,81,1726,0,1,193.60300000000001,16
0,82,1726,0,1,131.559,16
0,83,2588,0,0,166.29400000000001,0
0,84,11428,0,0,151.863,0
0,85,11257,0,1,134.54499999999999,16
0,86,11257,0,1,84.954999999999998,16
0,87,8973,0,0,183.99199999999999,0
0,88,7233,0,0,187.893,0
0,89,5645,0,1,212.428,16
0,90,5645,0,1,156.72200000000001,16
0,91,11061,0,0,176.69,0
0,92,3224,0,0,163.58099999999999,0
0,93,11255,0,1,163.232,16
0,94,11255,0,1,116.10299999999999,16
0,95,3615,0,0,164.226,0
0,96,8721,0,0,179.601,0
0,97,1496,0,1,197.286,16
0,98,1496,0,1,125.43300000000001,16
0,99,9822,0,0,188.11000000000001,0
0,100,760,0,0,165.70099999999999,0
0,101,8630,0,1,158.505,16
0,102,8630,0,1,111.035,16
0,103,12279,0,0,202.215,0
0,104,3687,0,0,160.31299999999999,0
0,105,10852,0,1,174.73500000000001,16
0,106,10852,0,1,121.68899999999999,16
0,107,12629,0,0,173.40799999999999,0
0,108,5894,0,0,205.09999999999999,0
0,109,8447,0,1,200.83600000000001,16
0,110,8447,0,1,150.63800000000001,16
0,111,7183,0,0,173.952,0
0,112,8708,0,0,146.39599999999999,0
0,113,3423,0,1,151.88499999999999,16
0,114,3423,0,1,106.387,16
0,115,2216,0,0,196.05000000000001,0
0,116,7685,0,0,188.303,0
0,117,11020,0,1,171.27000000000001,16
0,118,11020,0,1,123.675,16
0,119,1710,0,0,179.32900000000001,0
0,120,11883,0,0,246.09399999999999,0
0,121,13556,0,1,136.19999999999999,16
0,122,13556,0,1,101.998,16
0,123,11597,0,0,204.83000000000001,0
0,124,11965,0,0,205.41900000000001,0
0,125,167,0,1,197.85900000000001,16
0,126,167,0,1,148.642,16
0,127,7934,0,0,148.08199999999999,0
0,128,13773,0,0,186.08000000000001,0
0,129,8399,0,1,222.124,16
0,130,8399,0,1,165.70500000000001,16
0,131,5111,0,0,171.506,0
0,132,11133,0,0,178.81800000000001,0
0,133,11582,0,1,204.48500000000001,16
0,134,11582,0,1,132.66399999999999,16
0,135,1649,0,0,170.98699999999999,0
0,136,11600,0,0,185.143,0
0,137,2970,0,1,200.39400000000001,16
0,138,2970,0,1,155.71700000000001,16
0,139,395,0,0,172.137,0
0,140,7828,0,0,166.58099999999999,0
0,141,1158,0,1,189.49299999999999,16
0,142,1158,0,1,134.66399999999999,16
0,143,12925,0,0,161.874,0
0,144,2994,0,0,169.309,0
0,145,316,0,1,188.61699999999999,16
0,146,316,0,1,159.613,16
0,147,8961,0,0,188.16399999999999,0
0,148,8031,0,0,169.85900000000001,0
0,149,12229,0,1,243.44399999999999,16
0,150,12229,0,1,154.63499999999999,16
0,151,6914,0,0,167.52799999999999,0
0,152,6887,0,0,181.35599999999999,0
0,153,7365,0,1,197.93600000000001,16
0,154,7365,0,1,140.215,16
0,155,8371,0,0,172.029,0
0,156,6582,0,0,180.50899999999999,0
0,157,2024,0,1,188.483,16
0,158,2024,0,1,128.39599999999999,16
0,159,6022,0,0,183.82300000000001,0
0,160,3152,0,0,155.172,0
0,161,1329,0,1,150.69800000000001,16
0,162,1329,0,1,128.761,16
0,163,8789,0,0,182.00200000000001,0
0,164,7365,0,0,198.80799999999999,0
0,165,12990,0,1,184.40000000000001,16
0,166,12990,0,1,113.40000000000001,16
0,167,9468,0,0,181.535,0
0,168,10927,0,0,176.75,0
0,169,94,0,1,160.34399999999999,16
0,170,94,0,1,111.779,16
0,171,9463,0,0,162.61500000000001,0
0,172,3078,0,0,167.59999999999999,0
0,173,11028,0,1,173.96899999999999,16
0,174,11028,0,1,120.608,16
0,175,7719,0,0,183.41999999999999,0
0,176,11866,0,0,145.803,0
0,177,1389,0,1,168.761,16
0,178,1389,0,1,118.411,16
0,179,4450,0,0,151.76499999999999,0
0,180,11255,0,0,141.63800000000001,0
0,181,5832,0,1,176.441,16
0,182,5832,0,1,130.43199999999999,16
0,183,12341,0,0,182.69800000000001,0
0,184,11903,0,0,171.41800000000001,0
0,185,14161,0,1,153.601,16
0,186,14161,0,1,106.806,16
0,187,11238,0,0,192.80099999999999,0
0,188,4788,0,0,176.96299999999999,0
0,189,1036,0,1,157.142,16
0,190,1036,0,1,108.18899999999999,16
0,191,10199,0,0,184.31100000000001,0
0,192,5049,0,0,194.81299999999999,0
0,193,665,0,1,119.554,16
0,194,665,0,1,84.498999999999995,16
0,195,487,0,0,166.12700000000001,0
0,196,11938,0,0,166.81200000000001,0
0,197,6508,0,1,190.03899999999999,16
0,198,6508,0,1,128.41499999999999,16
0,199,6420,0,0,186.03100000000001,0
0,200,13665,0,0,201.143,0
0,201,12903,0,1,174.71600000000001,16
0,202,12903,0,1,120.40000000000001,16
0,203,12382,0,0,170.077,0
0,204,5884,0,0,173.81299999999999,0
0,205,7991,0,1,201.65700000000001,16
0,206,7991,0,1,137.84800000000001,16
0,207,1126,0,0,169.69900000000001,0
0,208,3309,0,0,183.38399999999999,0
0,209,10632,0,1,177.251,16
0,210,10632,0,1,127.563,16
0,211,13077,0,0,157.32499999999999,0
0,212,13131,0,0,177.34700000000001,0
0,213,8031,0,1,151.21799999999999,16
0,214,8031,0,1,120.113,16
0,215,328,0,0,150.459,0
0,216,1801,0,0,173.18100000000001,0
0,217,11436,0,1,170.93700000000001,16
0,218,11436,0,1,122.343,16
0,219,3161,0,0,175.857,0
0,220,12243,0,0,190.31200000000001,0
0,221,8865,0,1,167.36699999999999,16
0,222,8865,0,1,116.36799999999999,16
0,223,4550,0,0,194.96199999999999,0
0,224,1915,0,0,187.83000000000001,0
0,225,4120,0,1,208.30600000000001,16
0,226,4120,0,1,154.01400000000001,16
0,227,5740,0,0,164.90000000000001,0
0,228,10322,0,0,173.81399999999999,0
0,229,3984,0,1,139.70500000000001,16
0,230,3984,0,1,100.42400000000001,16
0,231,10150,0,0,167.18299999999999,0
0,232,8935,0,0,153.84999999999999,0
0,233,10667,0,1,168.82400000000001,16
0,234,10667,0,1,119.304,16
0,235,8409,0,0,199.941,0
0,236,9817,0,0,220.88399999999999,0
0,237,14052,0,1,214.29599999999999,16
0,238,14052,0,1,154.66900000000001,16
0,239,11692,0,0,166.38499999999999,0
0,240,12019,0,0,170.916,0
0,241,9015,0,1,179.017,16
0,242,9015,0,1,129.501,16
0,243,1827,0,0,191.68000000000001,0
0,244,3706,0,0,189.03299999999999,0
0,245,11207,0,1,191.708,16
0,246,11207,0,1,151.761,16
0,247,8834,0,0,195.20699999999999,0
0,248,1962,0,0,146.85499999999999,0
0,249,6215,0,1,206.11500000000001,16
0,250,6215,0,1,135.91900000000001,16
0,251,9426,0,0,168.613,0
0,252,1264,0,0,173.76499999999999,0
0,253,8909,0,1,136.048,16
0,254,8909,0,1,93.436000000000007,16
0,255,1203,0,0,172.05500000000001,0
0,256,7342,0,0,157.22,0
0,257,3933,0,1,183.577,16
0,258,3933,0,1,152.50999999999999,16
0,259,3860,0,0,149.82599999999999,0
0,260,13991,0,0,186.93600000000001,0
0,261,13502,0,1,208.04900000000001,16
0,262,13502,0,1,160.47399999999999,16
0,263,10042,0,0,198.435,0
0,264,1099,0,0,150.554,0
0,265,1360,0,1,196.339,16
0,266,1360,0,1,136.148,16
0,267,2188,0,0,207.44999999999999,0
0,268,4420,0,0,187.79300000000001,0
0,269,7280,0,1,216.203,16
0,270,7280,0,1,150.851,16
0,271,10907,0,0,187.99700000000001,0
0,272,7888,0,0,155.50700000000001,0
0,273,11133,0,1,174.05699999999999,16
0,274,11133,0,1,128.00800000000001,16
0,275,13769,0,0,150.97399999999999,0
0,276,11207,0,0,142.05099999999999,0
0,277,4998,0,1,167.55600000000001,16
0,278,4998,0,1,112.15000000000001,16
0,279,4412,0,0,182.928,0
0,280,7895,0,0,183.357,0
0,281,9899,0,1,210.001,16
0,282,9899,0,1,158.82400000000001,16
0,283,12159,0,0,185.608,0
0,284,4160,0,0,170.119,0
0,285,6113,0,1,161.61799999999999,16
0,286,6113,0,1,115.539,16
0,287,12497,0,0,169.58000000000001,0
0,288,11036,0,0,179.374,0
0,289,13327,0,1,189.947,16
0,290,13327,0,1,122.21599999999999,16
0,291,14025,0,0,186.25899999999999,0
0,292,14161,0,0,146.28,0
0,293,7126,0,1,178.32900000000001,16
0,294,7126,0,1,124.158,16
0,295,13036,0,0,220.471,0
0,296,9702,0,0,200.21600000000001,0
0,297,9376,0,1,204.029,16
0,298,9376,0,1,130.857,16
0,299,5896,0,0,177.309,0
0,300,6539,0,0,146.15199999999999,0
0,301,623,0,1,172.55699999999999,16
0,302,623,0,1,120.068,16
0,303,10673,0,0,154.46600000000001,0
0,304,7249,0,0,164.124,0
0,305,13991,0,1,162.495,16
0,306,13991,0,1,123.49299999999999,16
0,307,10232,0,0,195.583,0
0,308,167,0,0,173.38800000000001,0
0,309,4673,0,1,180.21299999999999,16
0,310,4673,0,1,130.429,16
0,311,3631,0,0,182.35499999999999,0
0,312,7915,0,0,173.49600000000001,0
0,313,3499,0,1,180.33500000000001,16
0,314,3499,0,1,130.19,16
0,315,3267,0,0,160.374,0
0,316,10335,0,0,163.62899999999999,0
0,317,4324,0,1,167.66900000000001,16
0,318,4324,0,1,118.91,16
0,319,6513,0,0,174.28899999999999,0
0,320,12699,0,0,183.77699999999999,0
0,321,11105,0,1,182.91800000000001,16
0,322,11105,0,1,129.392,16
0,323,3882,0,0,196.47499999999999,0
0,324,1540,0,0,161.297,0
0,325,3203,0,1,185.524,16
0,326,3203,0,1,132.005,16
0,327,8542,0,0,162.19,0
0,328,11287,0,0,141.88800000000001,0
0,329,10367,0,1,185.88300000000001,16
0,330,10367,0,1,125.65000000000001,16
0,331,12010,0,0,180.31399999999999,0
0,332,12617,0,0,173.85900000000001,0
0,333,7685,0,1,187.16399999999999,16
0,334,7685,0,1,169.25200000000001,16
0,335,10098,0,0,158.59,0
0,336,9796,0,0,170.66200000000001,0
0,337,1504,0,1,122.03700000000001,16
0,338,1504,0,1,87.944999999999993,16
0,339,13614,0,0,131.71700000000001,0
0,340,10452,0,0,181.38300000000001,0
0,341,13407,0,1,176.79300000000001,16
0,342,13407,0,1,120.414,16
0,343,8479,0,0,157.577,0
0,344,3765,0,0,162.33600000000001,0
0,345,2269,0,1,184.21899999999999,16
0,346,2269,0,1,117.876,16
0,347,10661,0,0,178.11199999999999,0
0,348,1366,0,0,143.56100000000001,0
0,349,5584,0,1,177.33699999999999,16
0,350,5584,0,1,152.227,16
0,351,13050,0,0,224.27699999999999,0
0,352,4740,0,0,181.33799999999999,0
0,353,10937,0,1,168.833,16
0,354,10937,0,1,114.84999999999999,16
0,355,14152,0,0,153.51400000000001,0
0,356,1626,0,0,166.24700000000001,0
0,357,14040,0,1,173.745,16
0,358,14040,0,1,118.56100000000001,16
0,359,5483,0,0,190.23500000000001,0
0,360,8449,0,0,143.94,0
0,361,4851,0,1,178.148,16
0,362,4851,0,1,127.88500000000001,16
0,363,13182,0,0,123.76000000000001,0
0,364,7422,0,0,220.83699999999999,0
0,365,3706,0,1,193.31200000000001,16
0,366,3706,0,1,142.03100000000001,16
0,367,9407,0,0,138.51300000000001,0
0,368,12395,0,0,178.21299999999999,0
0,369,182,0,1,193.054,16
0,370,182,0,1,125.093,16
0,371,1746,0,0,193.63499999999999,0
0,372,13300,0,0,167.71000000000001,0
0,373,13824,0,1,172.15299999999999,16
0,374,13824,0,1,118.31699999999999,16
0,375,2594,0,0,176.679,0
0,376,2948,0,0,178.36000000000001,0
0,377,2429,0,1,177.47,16
0,378,2429,0,1,122.58499999999999,16
0,379,40,0,0,174.666,0
0,380,5528,0,0,165.94999999999999,0
0,381,6742,0,1,189.53999999999999,16
0,382,6742,0,1,134.39599999999999,16
0,383,9429,0,0,196.31100000000001,0
0,384,2600,0,0,202.76599999999999,0
0,385,516,0,1,222.88800000000001,16
0,386,516,0,1,160.21799999999999,16
0,387,9401,0,0,177.46299999999999,0
0,388,1504,0,0,103.33,0
0,389,6430,0,1,195.696,16
0,390,6430,0,1,141.494,16
0,391,44,0,0,175.15799999999999,0
0,392,4367,0,0,159.56999999999999,0
0,393,760,0,1,172.30099999999999,16
0,394,760,0,1,149.54300000000001,16
0,395,5414,0,0,205.65899999999999,0
0,396,2770,0,0,188.934,0
0,397,13300,0,1,183.55099999999999,16
0,398,13300,0,1,123.922,16
0,399,5196,0,0,127.456,0
0,400,11556,0,0,174.48500000000001,0
0,401,7345,0,1,143.25200000000001,16
0,402,7345,0,1,107.06699999999999,16
0,403,7062,0,0,187.71600000000001,0
0,404,4998,0,0,148.26900000000001,0
0,405,6570,0,1,193.46000000000001,16
0,406,6570,0,1,135.078,16
0,407,10368,0,0,152.471,0
0,408,10604,0,0,195.62100000000001,0
0,409,11007,0,1,166.80500000000001,16
0,410,11007,0,1,115.619,16
0,411,11556,0,0,148.76900000000001,0
0,412,2836,0,0,193.696,0
0,413,9289,0,1,183.959,16
0,414,9289,0,1,116.5,16
0,415,2600,0,0,162.447,0
0,416,10368,0,0,126.959,0
0,417,9893,0,1,171.90700000000001,16
0,418,9893,0,1,146.554,16
0,419,12395,0,0,155.25200000000001,0
0,420,11436,0,0,154.81800000000001,0
0,421,4996,0,1,174.078,16
0,422,4996,0,1,120.04300000000001,16
0,423,4740,0,0,142.48500000000001,0
0,424,8604,0,0,162.13800000000001,0
0,425,10322,0,1,194.22200000000001,16
0,426,10322,0,1,160.86199999999999,16
0,427,9796,0,0,163.03200000000001,0
0,428,11480,0,0,183.148,0
0,429,6683,0,1,170.55099999999999,16
0,430,6683,0,1,141.40700000000001,16
0,431,12699,0,0,189.66900000000001,0
0,432,7062,0,0,197.86600000000001,0
0,433,1756,0,1,201.49799999999999,16
0,434,1756,0,1,148.66800000000001,16
0,435,7249,0,0,162.03800000000001,0
0,436,2024,0,0,182.471,0
0,437,2982,0,1,180.60300000000001,16
0,438,2982,0,1,127.04600000000001,16
0,439,11036,0,0,159.696,0
0,440,6090,0,0,180.33699999999999,0
0,441,5671,0,1,165.637,16
0,442,5671,0,1,118.101,16
0,443,7888,0,0,181.27000000000001,0
0,444,5020,0,0,189.245,0
0,445,4538,0,1,190.24199999999999,16
0,446,4538,0,1,148.47900000000001,16
0,447,7342,0,0,159.56299999999999,0
0,448,5196,0,0,119.82299999999999,0
0,449,6841,0,1,156.37299999999999,16
0,450,6841,0,1,117.965,16
0,451,12019,0,0,192.26599999999999,0
0,452,1496,0,0,188.10400000000001,0
0,453,11428,0,1,160.78999999999999,16
0,454,11428,0,1,119.578,16
0,455,1915,0,0,180.38499999999999,0
0,456,6043,0,0,199.12,0
0,457,1626,0,1,168.24000000000001,16
0,458,1626,0,1,130.31399999999999,16
0,459,3309,0,0,182.52799999999999,0
0,460,10247,0,0,167.75,0
0,461,9725,0,1,216.39599999999999,16
0,462,9725,0,1,154.679,16
0,463,5049,0,0,225.042,0
0,464,5414,0,0,195.011,0
0,465,11935,0,1,203.54599999999999,16
0,466,11935,0,1,146.74799999999999,16
0,467,11866,0,0,184.78899999999999,0
0,468,771,0,0,177.77000000000001,0
0,469,3126,0,1,189.16,16
0,470,3126,0,1,148.66399999999999,16
0,471,3152,0,0,156.01900000000001,0
0,472,5479,0,0,140.77799999999999,0
0,473,11232,0,1,187.87799999999999,16
0,474,11232,0,1,138.26599999999999,16
0,475,2994,0,0,160.61799999999999,0
0,476,3389,0,0,151.476,0
0,477,1430,0,1,177.506,16
0,478,1430,0,1,120.666,16
0,479,13773,0,0,166.64400000000001,0
0,480,44,0,0,161.035,0
0,481,7687,0,1,161.76300000000001,16
0,482,7687,0,1,111.41800000000001,16
0,483,8708,0,0,137.65100000000001,0
0,484,9503,0,0,141.13800000000001,0
0,485,13131,0,1,184.31899999999999,16
0,486,13131,0,1,138.35499999999999,16
0,487,8721,0,0,168.91999999999999,0
0,488,1651,0,0,148.58199999999999,0
0,489,9503,0,1,131.084,16
0,490,9503,0,1,104.93300000000001,16
0,491,14020,0,0,152.81299999999999,0
0,492,8512,0,0,185.90100000000001,0
0,493,11892,0,1,193.63999999999999,16
0,494,11892,0,1,139.21299999999999,16
0,495,11848,0,0,182.76900000000001,0
0,496,9401,0,0,157.09899999999999,0
0,497,5511,0,1,204.34100000000001,16
0,498,5511,0,1,149.21199999999999,16
0,499,5758,0,0,174.72800000000001,0
0,500,6683,0,0,152.077,0
0,501,5245,0,1,186.69999999999999,16
0,502,5245,0,1,141.49299999999999,16
0,503,12322,0,0,200.928,0
0,504,6399,0,0,186.73099999999999,0
0,505,7526,0,1,166.274,16
0,506,7526,0,1,119.08499999999999,16
0,507,2150,0,0,163.797,0
0,508,8654,0,0,170.71100000000001,0
0,509,858,0,1,186.78399999999999,16
0,510,858,0,1,133.21799999999999,16
0,511,4300,0,0,167.017,0
0,512,9429,0,0,164.81700000000001,0
0,513,10623,0,1,196.512,16
0,514,10623,0,1,136.357,16
0,515,2446,0,0,186.547,0
0,516,182,0,0,164.37799999999999,0
0,517,10452,0,1,194.76599999999999,16
0,518,10452,0,1,142.726,16
0,519,5644,0,0,174.149,0
0,520,3021,0,0,125.51600000000001,0
0,521,1661,0,1,186.339,16
0,522,1661,0,1,190.08199999999999,16
0,523,7093,0,0,198.31200000000001,0
0,524,5679,0,0,192.26900000000001,0
0,525,13465,0,1,205.23599999999999,16
0,526,13465,0,1,139.51499999999999,16
0,527,13060,0,0,169.036,0
0,528,40,0,0,192.05099999999999,0
0,529,3176,0,1,188.72,16
0,530,3176,0,1,124.139,16
0,531,8762,0,0,199.35499999999999,0
0,532,4673,0,0,149.93799999999999,0
0,533,2227,0,1,180.155,16
0,534,2227,0,1,157.17699999999999,16
0,535,6708,0,0,179.548,0
0,536,13514,0,0,170.11199999999999,0
0,537,5334,0,1,212.535,16
0,538,5334,0,1,141.89500000000001,16
0,539,6706,0,0,153.20500000000001,0
0,540,348,0,0,142.18899999999999,0
0,541,12296,0,1,154.92099999999999,16
0,542,12296,0,1,111.727,16
0,543,6011,0,0,191.98500000000001,0
0,544,2594,0,0,186.624,0
0,545,11938,0,1,204.55199999999999,16
0,546,11938,0,1,158.70699999999999,16
0,547,2339,0,0,171.786,0
0,548,6215,0,0,162.40199999999999,0
0,549,771,0,1,159.34100000000001,16
0,550,771,0,1,149.32400000000001,16
0,551,4519,0,0,183.822,0
0,552,1926,0,0,192.18199999999999,0
0,553,13170,0,1,209.45500000000001,16
0,554,13170,0,1,126.503,16
0,555,10022,0,0,162.09100000000001,0
0,556,13207,0,0,170.10599999999999,0
0,557,257,0,1,189.19300000000001,16
0,558,257,0,1,125.98699999999999,16
0,559,6848,0,0,185.672,0
0,560,1746,0,0,187.62299999999999,0
0,561,2372,0,1,192.989,16
0,562,2372,0,1,141.113,16
0,563,8817,0,0,182.232,0
0,564,1036,0,0,145.65600000000001,0
0,565,11113,0,1,170.70400000000001,16
0,566,11113,0,1,127.036,16
0,567,6362,0,0,166.27500000000001,0
0,568,7577,0,0,190.142,0
0,569,7781,0,1,174.09899999999999,16
0,570,7781,0,1,122.795,16
0,571,11139,0,0,167.32900000000001,0
0,572,9619,0,0,173.46899999999999,0
0,573,6006,0,1,145.87,16
0,574,6006,0,1,103.301,16
0,575,5440,0,0,175.05699999999999,0
0,576,9407,0,0,131.35900000000001,0
0,577,1540,0,1,172.535,16
0,578,1540,0,1,123.53400000000001,16
0,579,7769,0,0,175.40000000000001,0
0,580,8399,0,0,215.84700000000001,0
0,581,9461,0,1,214.50299999999999,16
0,582,9461,0,1,161.99299999999999,16
0,583,12681,0,0,173.45099999999999,0
0,584,12167,0,0,177.53200000000001,0
0,585,1479,0,1,140.66999999999999,16
0,586,1479,0,1,99.622,16
0,587,7466,0,0,195.94399999999999,0
0,588,11154,0,0,158.90899999999999,0
0,589,3358,0,1,169.834,16
0,590,3358,0,1,134.96899999999999,16
0,591,9795,0,0,183.40700000000001,0
0,592,13182,0,0,110.02800000000001,0
0,593,1726,0,1,193.93899999999999,16
0,594,1726,0,1,131.096,16
0,595,2588,0,0,165.90600000000001,0
0,596,9461,0,0,169.75800000000001,0
0,597,11257,0,1,119.95099999999999,16
0,598,11257,0,1,84.600999999999999,16
0,599,8973,0,0,163.89400000000001,0
0,600,3202,0,0,171.761,0
0,601,5645,0,1,203.11000000000001,16
0,602,5645,0,1,141.52600000000001,16
0,603,11061,0,0,172.13300000000001,0
0,604,12640,0,0,127.607,0
0,605,11255,0,1,156.08099999999999,16
0,606,11255,0,1,108.501,16
0,607,3615,0,0,176.52500000000001,0
0,608,5483,0,0,184.56899999999999,0
0,609,1496,0,1,197.126,16
0,610,1496,0,1,147.09999999999999,16
0,611,9822,0,0,183.94300000000001,0
0,612,1661,0,0,153.81,0
0,613,8630,0,1,151.26300000000001,16
0,614,8630,0,1,110.93899999999999,16
0,615,12279,0,0,183.36000000000001,0
0,616,14038,0,0,182.708,0
0,617,10852,0,1,172.21199999999999,16
0,618,10852,0,1,121.63800000000001,16
0,619,12629,0,0,154.47800000000001,0
0,620,622,0,0,143.44999999999999,0
0,621,8447,0,1,194.69999999999999,16
0,622,8447,0,1,125.155,16
0,623,7183,0,0,172.517,0
0,624,14152,0,0,148.81700000000001,0
0,625,3423,0,1,146.14699999999999,16
0,626,3423,0,1,100.88800000000001,16
0,627,2216,0,0,190.99199999999999,0
0,628,9725,0,0,171.83199999999999,0
0,629,11020,0,1,168.82400000000001,16
0,630,11020,0,1,117.706,16
0,631,1710,0,0,160.661,0
0,632,5249,0,0,165.11000000000001,0
0,633,13556,0,1,137.321,16
0,634,13556,0,1,96.156000000000006,16
0,635,11597,0,0,194.86699999999999,0
0,636,12973,0,0,185.83699999999999,0
0,637,167,0,1,182.548,16
0,638,167,0,1,141.17400000000001,16
0,639,7934,0,0,137.57400000000001,0
0,640,13050,0,0,183.977,0
0,641,8399,0,1,185.20699999999999,16
0,642,8399,0,1,143.88900000000001,16
0,643,5111,0,0,168.62799999999999,0
0,644,7345,0,0,133.20400000000001,0
0,645,11582,0,1,190.30500000000001,16
0,646,11582,0,1,136.905,16
0,647,1649,0,0,143.47900000000001,0
0,648,11503,0,0,187.703,0
0,649,2970,0,1,178.435,16
0,650,2970,0,1,150.86799999999999,16
0,651,395,0,0,187.72200000000001,0
0,652,13242,0,0,178.773,0
0,653,1158,0,1,215.096,16
0,654,1158,0,1,141.16900000000001,16
0,655,12925,0,0,164.22,0
0,656,10661,0,0,165.27799999999999,0
0,657,316,0,1,190.428,16
0,658,316,0,1,133.42500000000001,16
0,659,8961,0,0,195.625,0
0,660,13407,0,0,179.23500000000001,0
0,661,12229,0,1,217.66,16
0,662,12229,0,1,160.697,16
0,663,6914,0,0,165.691,0
0,664,10085,0,0,166.75999999999999,0
0,665,7365,0,1,191.87200000000001,16
0,666,7365,0,1,134.428,16
0,667,8371,0,0,160.358,0
0,668,12125,0,0,168.435,0
0,669,2024,0,1,183.22499999999999,16
0,670,2024,0,1,128.22,16
0,671,6022,0,0,182.98699999999999,0
0,672,8479,0,0,183.10400000000001,0
0,673,1329,0,1,148.58099999999999,16
0,674,1329,0,1,103.777,16
0,675,8789,0,0,191.12299999999999,0
0,676,9899,0,0,192.42699999999999,0
0,677,12990,0,1,174.494,16
0,678,12990,0,1,129.72900000000001,16
0,679,9468,0,0,202.91800000000001,0
0,680,3613,0,0,181.86500000000001,0
0,681,94,0,1,181.381,16
0,682,94,0,1,136.149,16
0,683,9463,0,0,167.50399999999999,0
0,684,1306,0,0,158.54900000000001,0
0,685,11028,0,1,172.20699999999999,16
0,686,11028,0,1,119.83,16
0,687,7719,0,0,209.078,0
0,688,13614,0,0,138.14699999999999,0
0,689,1389,0,1,183.99700000000001,16
0,690,1389,0,1,136.489,16
0,691,4450,0,0,163.74799999999999,0
0,692,8865,0,0,151.393,0
0,693,5832,0,1,185.30199999999999,16
0,694,5832,0,1,131.63900000000001,16
0,695,12341,0,0,201.096,0
0,696,859,0,0,227.624,0
0,697,14161,0,1,177.80099999999999,16
0,698,14161,0,1,138.072,16
0,699,11238,0,0,202.614,0
0,700,6892,0,0,174.422,0
0,701,1036,0,1,157.68600000000001,16
0,702,1036,0,1,117.151,16
0,703,10199,0,0,216.601,0
0,704,10098,0,0,185.29300000000001,0
0,705,665,0,1,153.089,16
0,706,665,0,1,101.307,16
0,707,487,0,0,195.42599999999999,0
0,708,1329,0,0,127.036,0
0,709,6508,0,1,188.50200000000001,16
0,710,6508,0,1,127.501,16
0,711,6420,0,0,182.47900000000001,0
0,712,9812,0,0,156.381,0
0,713,12903,0,1,193.07499999999999,16
0,714,12903,0,1,126.047,16
0,715,12382,0,0,177.21000000000001,0
