model,scope,observable,quintile,queries,observable_min,observable_max,observable_mean,mean_loss,harmful_rate
R3-I1,all,count_5pct,1,1483,8.0,9.0,8.523263654753878,0.09379635873229941,0.724881995954147
R3-I1,all,count_5pct,2,2498,10.0,12.0,10.969575660528422,0.10872698158526822,0.7586068855084067
R3-I1,all,count_5pct,3,2012,13.0,15.0,13.938369781312128,0.11913518886679922,0.7788270377733598
R3-I1,all,count_5pct,4,2348,16.0,41.0,19.027683134582624,0.12593696763202727,0.752129471890971
R3-I1,oracle1,g10_11_pq,0,1427,0.0,85.78515625,37.60381228922127,0.15255781359495443,0.9088997897687456
R3-I1,oracle1,g10_11_pq,1,1427,85.7939453125,211.58203125,145.47198302409996,0.13784162578836723,0.877365101611773
R3-I1,oracle1,g10_11_pq,2,1428,211.6171875,405.3515625,302.0368968632375,0.13032212885154063,0.8669467787114846
R3-I1,oracle1,g10_11_pq,3,1426,405.53515625,747.30859375,551.537361391129,0.11248246844319779,0.814866760168303
R3-I1,oracle1,g10_11_pq,4,1428,747.34375,8327.81640625,1347.088502344297,0.07275910364145657,0.5966386554621849
R3-I1,oracle1,g9_12_pq,0,1427,23.6484375,618.890625,396.62484165932136,0.17281009110021026,0.9439383321653819
R3-I1,oracle1,g9_12_pq,1,1427,619.1875,978.10546875,796.1154331776673,0.14477925718290122,0.8962859145059565
R3-I1,oracle1,g9_12_pq,2,1428,979.169921875,1419.26953125,1181.2185615945598,0.1207983193277311,0.8466386554621849
R3-I1,oracle1,g9_12_pq,3,1426,1419.61328125,2121.36328125,1736.395864607074,0.09950911640953718,0.7713884992987378
R3-I1,oracle1,g9_12_pq,4,1428,2121.65234375,13292.26953125,3159.797039470085,0.0680672268907563,0.6064425770308123
R3-I1,oracle1,relative_g10_11_pq,0,1427,0.0,0.0020799006395978608,0.0009082562979110988,0.147302032235459,0.9046951646811493
R3-I1,oracle1,relative_g10_11_pq,1,1427,0.002080986906609348,0.005028595459480081,0.003460439997026423,0.14120532585844428,0.8836720392431675
R3-I1,oracle1,relative_g10_11_pq,2,1427,0.0050289143684265425,0.009273908218993376,0.006951062727767676,0.12880168185003504,0.8654519971969166
R3-I1,oracle1,relative_g10_11_pq,3,1427,0.009275787487283927,0.016716472222021703,0.01257725477563148,0.11464611072179397,0.8135949544498949
R3-I1,oracle1,relative_g10_11_pq,4,1428,0.016724775133444364,0.20178645243747473,0.031242316039660982,0.07401960784313726,0.5973389355742297
R3-I1,oracle1,relative_g9_12_pq,0,1427,0.0007515337480178158,0.01474391625117056,0.009918910574204085,0.16923615977575332,0.9397337070777856
R3-I1,oracle1,relative_g9_12_pq,1,1427,0.014752882057318645,0.0224411069287167,0.018653851964447254,0.14562018220042047,0.9103013314646111
R3-I1,oracle1,relative_g9_12_pq,2,1427,0.022458791344453992,0.031996304599809164,0.02705323768455052,0.12326559215136651,0.8528381219341276
R3-I1,oracle1,relative_g9_12_pq,3,1427,0.03199825808959186,0.0462922584866948,0.038529321240532155,0.09901892081289419,0.7617379117028732
R3-I1,oracle1,relative_g9_12_pq,4,1428,0.04637301759976044,0.43755008779196364,0.07188325681410396,0.0688375350140056,0.6001400560224089
R3-I1,oracle1,count_1pct,0,1176,1.0,1.0,1.0,0.07610544217687075,0.6198979591836735
R3-I1,oracle1,count_1pct,1,1923,2.0,2.0,2.0,0.10083203328133127,0.7644305772230889
R3-I1,oracle1,count_1pct,2,1775,3.0,3.0,3.0,0.12366197183098593,0.8512676056338028
R3-I1,oracle1,count_1pct,3,2262,4.0,12.0,4.779840848806366,0.15999115826702032,0.9244031830238727
R3-I1,oracle1,count_2pct,0,994,1.0,2.0,1.7505030181086518,0.06619718309859156,0.5724346076458753
R3-I1,oracle1,count_2pct,1,1079,3.0,3.0,3.0,0.08758109360519,0.7025023169601483
R3-I1,oracle1,count_2pct,2,1246,4.0,4.0,4.0,0.10770465489566612,0.8009630818619583
R3-I1,oracle1,count_2pct,3,2245,5.0,6.0,5.442316258351893,0.1329621380846325,0.8832962138084632
R3-I1,oracle1,count_2pct,4,1572,7.0,19.0,8.184478371501273,0.17290076335877863,0.9497455470737913
R3-I1,oracle1,count_5pct,0,1029,1.0,6.0,4.830903790087463,0.06345966958211857,0.5568513119533528
R3-I1,oracle1,count_5pct,1,1806,7.0,9.0,8.064784053156146,0.09756367663344406,0.7580287929125138
R3-I1,oracle1,count_5pct,2,1346,10.0,11.0,10.466567607726597,0.12050520059435363,0.8432392273402675
R3-I1,oracle1,count_5pct,3,1110,12.0,13.0,12.46036036036036,0.1390990990990991,0.9
R3-I1,oracle1,count_5pct,4,1845,14.0,33.0,16.653116531165313,0.16623306233062332,0.9349593495934959
R4-I1,all,g10_11_pq,0,2000,0.0,89.43359375,39.590578125,0.13405,0.8235
R4-I1,all,g10_11_pq,1,2000,89.4921875,219.287109375,149.55831567382813,0.12145000000000002,0.8035
R4-I1,all,g10_11_pq,2,2000,219.3203125,408.0703125,308.64425390625,0.11515,0.7875
R4-I1,all,g10_11_pq,3,2000,408.18359375,747.421875,558.0908134765625,0.09405000000000001,0.684
R4-I1,all,g10_11_pq,4,2000,747.58984375,8169.87890625,1293.9746376953126,0.06785,0.5385
R4-I1,all,g9_12_pq,0,2000,15.833251953125,623.97265625,409.7131869506836,0.1516,0.87
R4-I1,all,g9_12_pq,1,2000,624.09765625,980.65625,802.4115268554688,0.12485000000000002,0.8165
R4-I1,all,g9_12_pq,2,2000,980.6875,1405.03125,1181.770921875,0.1072,0.751
R4-I1,all,g9_12_pq,3,2000,1405.1171875,2032.27734375,1687.197158203125,0.09129999999999999,0.699
R4-I1,all,g9_12_pq,4,2000,2032.328125,15114.859375,3010.130568359375,0.05759999999999999,0.5005
R4-I1,all,relative_g10_11_pq,0,2000,0.0,0.0019619859270440746,0.0008676390646071086,0.12665,0.7975
R4-I1,all,relative_g10_11_pq,1,2000,0.0019626038752756474,0.004686355161882377,0.0032523365442096407,0.12045000000000002,0.792
R4-I1,all,relative_g10_11_pq,2,2000,0.004687012045200908,0.008594395665036588,0.006489505739163159,0.11085000000000002,0.759
R4-I1,all,relative_g10_11_pq,3,2000,0.008598553594946063,0.015562826155336006,0.011650459656875245,0.1014,0.722
R4-I1,all,relative_g10_11_pq,4,2000,0.015564489501482473,0.1708934851720916,0.027662771738222514,0.0732,0.5665
R4-I1,all,relative_g9_12_pq,0,2000,0.0008032774595458824,0.013471523261196444,0.009047395791965472,0.1385,0.8215
R4-I1,all,relative_g9_12_pq,1,2000,0.013472143741781909,0.020802438097012405,0.017176899256596045,0.12240000000000001,0.779
R4-I1,all,relative_g9_12_pq,2,2000,0.020805338595400045,0.029056840970361823,0.024727501023684845,0.1101,0.7715
R4-I1,all,relative_g9_12_pq,3,2000,0.029057541253635296,0.041913641012476986,0.03482854098772026,0.09430000000000001,0.6975
R4-I1,all,relative_g9_12_pq,4,2000,0.04191408205983664,0.4011345161548918,0.0643198251663249,0.06725,0.5675
R4-I1,all,count_1pct,0,1421,1.0,1.0,1.0,0.07121745249824067,0.5650950035186488
R4-I1,all,count_1pct,1,2417,2.0,2.0,2.0,0.09127016963177492,0.6901117087298304
R4-I1,all,count_1pct,2,2530,3.0,3.0,3.0,0.10644268774703558,0.7466403162055336
R4-I1,all,count_1pct,3,3632,4.0,12.0,4.8857378854625555,0.1305066079295154,0.8023127753303965
R4-I1,all,count_2pct,0,1118,1.0,2.0,1.7656529516994632,0.06413237924865832,0.5429338103756708
R4-I1,all,count_2pct,1,1367,3.0,3.0,3.0,0.08163862472567666,0.6466715435259692
R4-I1,all,count_2pct,2,3258,4.0,5.0,4.495702885205648,0.09993861264579497,0.7375690607734806
R4-I1,all,count_2pct,3,1412,6.0,6.0,6.0,0.11395184135977339,0.7641643059490085
R4-I1,all,count_2pct,4,2845,7.0,19.0,8.426362038664323,0.13894551845342706,0.8087873462214411
R4-I1,all,count_5pct,0,1710,1.0,7.0,5.574269005847953,0.07403508771929825,0.6058479532163743
R4-I1,all,count_5pct,1,2282,8.0,10.0,9.049956178790534,0.09706397896581946,0.7248028045574058
R4-I1,all,count_5pct,2,1675,11.0,12.0,11.491940298507462,0.11002985074626867,0.768955223880597
R4-I1,all,count_5pct,3,1983,13.0,15.0,13.909228441754916,0.12123045890065558,0.7781139687342411
R4-I1,all,count_5pct,4,2350,16.0,35.0,19.140425531914893,0.12438297872340426,0.7459574468085106
R4-I1,oracle1,g10_11_pq,0,1427,0.0,90.564453125,39.961549305798876,0.15409950946040646,0.9110021023125437
R4-I1,oracle1,g10_11_pq,1,1427,90.60546875,219.9453125,150.67275951789156,0.13728100911002106,0.8864751226348984
R4-I1,oracle1,g10_11_pq,2,1428,220.06640625,412.84765625,311.11274304643734,0.13144257703081233,0.8809523809523809
R4-I1,oracle1,g10_11_pq,3,1426,413.1328125,758.9140625,565.8745404814604,0.11051893408134641,0.782608695652174
R4-I1,oracle1,g10_11_pq,4,1428,759.390625,8169.87890625,1329.9016263732055,0.076890756302521,0.5994397759103641
R4-I1,oracle1,g9_12_pq,0,1427,15.833251953125,640.208984375,412.6296883725418,0.17098808689558515,0.9446391030133147
R4-I1,oracle1,g9_12_pq,1,1427,640.244140625,1002.734375,817.0136794028118,0.1437281009110021,0.9046951646811493
R4-I1,oracle1,g9_12_pq,2,1428,1002.82421875,1433.9609375,1210.520107066264,0.12471988795518209,0.8515406162464986
R4-I1,oracle1,g9_12_pq,3,1426,1434.19140625,2094.421875,1729.7625836857906,0.10603085553997194,0.7924263674614306
R4-I1,oracle1,g9_12_pq,4,1428,2095.71875,15114.859375,3137.5446120831143,0.06477591036414566,0.5672268907563025
R4-I1,oracle1,relative_g10_11_pq,0,1427,0.0,0.0021819994174774233,0.0009674990966665586,0.1491240364400841,0.897687456201822
R4-I1,oracle1,relative_g10_11_pq,1,1427,0.002182197003865625,0.005153014519199439,0.0035824839814425622,0.13945339873861248,0.8997897687456202
R4-I1,oracle1,relative_g10_11_pq,2,1428,0.00515657000005206,0.00952715433269842,0.0071842847325442995,0.1305322128851541,0.8690476190476191
R4-I1,oracle1,relative_g10_11_pq,3,1426,0.009530123754041686,0.0170570828568488,0.012890980650674027,0.11388499298737727,0.7945301542776999
R4-I1,oracle1,relative_g10_11_pq,4,1428,0.01709068058041665,0.1708934851720916,0.030424136709722948,0.07724089635854342,0.5994397759103641
R4-I1,oracle1,relative_g9_12_pq,0,1427,0.0008032774595458824,0.015264621271777738,0.010251366861430066,0.16776454099509464,0.9397337070777856
R4-I1,oracle1,relative_g9_12_pq,1,1427,0.015282662112003843,0.02318813906975925,0.0193021207265648,0.14744218640504558,0.9074982480728802
R4-I1,oracle1,relative_g9_12_pq,2,1427,0.02319145706981307,0.032138924291496965,0.027446513845889246,0.12312543798177997,0.8521373510861948
R4-I1,oracle1,relative_g9_12_pq,3,1427,0.03214440220685488,0.04608469791864749,0.03848412238581419,0.1032936229852838,0.7743517869656622
R4-I1,oracle1,relative_g9_12_pq,4,1428,0.04615487620450692,0.4011345161548918,0.07091203621135814,0.06862745098039216,0.5868347338935574
R4-I1,oracle1,count_1pct,0,1194,1.0,1.0,1.0,0.07897822445561138,0.6214405360134003
R4-I1,oracle1,count_1pct,1,1928,2.0,2.0,2.0,0.10326763485477179,0.7676348547717843
R4-I1,oracle1,count_1pct,2,1809,3.0,3.0,3.0,0.12493090105030405,0.8485351022664456
R4-I1,oracle1,count_1pct,3,2205,4.0,11.0,4.746938775510204,0.15941043083900228,0.9242630385487528
R4-I1,oracle1,count_2pct,0,1004,1.0,2.0,1.7629482071713147,0.06872509960159362,0.5806772908366534
R4-I1,oracle1,count_2pct,1,1147,3.0,3.0,3.0,0.09067131647776809,0.7122929380993898
R4-I1,oracle1,count_2pct,2,1299,4.0,4.0,4.0,0.10854503464203233,0.8052347959969207
R4-I1,oracle1,count_2pct,3,2112,5.0,6.0,5.449810606060606,0.13162878787878787,0.8797348484848485
R4-I1,oracle1,count_2pct,4,1574,7.0,17.0,8.160736975857688,0.17719186785260482,0.9472681067344345
R4-I1,oracle1,count_5pct,0,1066,1.0,6.0,4.781425891181989,0.07148217636022515,0.5900562851782364
R4-I1,oracle1,count_5pct,1,1128,7.0,8.0,7.51418439716312,0.09583333333333333,0.749113475177305
R4-I1,oracle1,count_5pct,2,1954,9.0,11.0,9.99181166837257,0.11525076765609009,0.8188331627430911
R4-I1,oracle1,count_5pct,3,1142,12.0,13.0,12.464098073555167,0.13450087565674257,0.8774080560420315
R4-I1,oracle1,count_5pct,4,1846,14.0,33.0,16.769772481040086,0.16673889490790902,0.9312026002166848
