model,scope,condition,metric,queries,mean,std,median,p05,p95
R3-I1,all,N3,recall,10000,0.8459278000000002,0.0005047923465459015,0.84589,0.845169,0.8467435000000001
R3-I1,all,N3,inversions,10000,6.263118,0.022254680043496115,6.26225,6.22738,6.297804999999999
R3-I1,all,N3,agreement,10000,0.8714595999999999,0.0004837081514276702,0.871505,0.8706155,0.8721819999999999
R3-I1,all,N3,harmful_fraction,10000,0.7335650000000001,0.0029583429363907294,0.7336,0.7285,0.737635
R3-I1,all,N4,loss,10000,0.10713670000000003,0.0003675005806358368,0.10713,0.10652,0.10773200000000001
R3-I1,all,N4,recall,10000,0.8460133000000001,0.00036750058063583866,0.84602,0.845418,0.84663
R3-I1,all,N4,inversions,10000,6.233093999999999,0.01723253218933788,6.2341999999999995,6.204765,6.257365
R3-I1,all,N4,agreement,10000,0.8717005999999998,0.0003854102366376052,0.871685,0.871057,0.872342
R3-I1,all,N4,harmful_fraction,10000,0.7317689999999999,0.0026349896977162415,0.73165,0.7272949999999999,0.736305
R3-I1,all,N_distance,loss,10000,0.11911490000000002,0.0007871409651326112,0.119035,0.11783,0.12033350000000001
R3-I1,all,N_distance,recall,10000,0.8340350999999998,0.0007871409651326089,0.8341149999999999,0.8328165,0.83532
R3-I1,all,N_distance,inversions,10000,7.392205000000001,0.05997189303786775,7.39165,7.285665000000001,7.49251
R3-I1,all,N_distance,agreement,10000,0.8591063999999998,0.0008360157071648023,0.8590599999999999,0.8577975,0.860439
R3-I1,all,N_distance,harmful_fraction,10000,0.7742600000000001,0.003538161366951182,0.7746500000000001,0.76847,0.7803
R3-I1,oracle1,observed,loss,7136,0.12118834080717492,1.3947701538996772e-17,0.1211883408071749,0.1211883408071749,0.1211883408071749
R3-I1,oracle1,observed,recall,7136,0.8788116591928251,1.1158161231197418e-16,0.8788116591928252,0.8788116591928252,0.8788116591928252
R3-I1,oracle1,observed,inversions,7136,5.536995515695065,1.785305796991587e-15,5.536995515695067,5.536995515695067,5.536995515695067
R3-I1,oracle1,observed,agreement,7136,0.8788116591928251,1.1158161231197418e-16,0.8788116591928252,0.8788116591928252,0.8788116591928252
R3-I1,oracle1,observed,harmful_fraction,7136,0.8129204035874441,1.1158161231197418e-16,0.812920403587444,0.812920403587444,0.812920403587444
R3-I1,oracle1,N0,loss,7136,0.15936491031390138,0.0008117914531222604,0.1593469730941704,0.15823710762331838,0.16083520179372196
R3-I1,oracle1,N0,recall,7136,0.8406350896860988,0.0008117914531222672,0.8406530269058295,0.839164798206278,0.8417628923766816
R3-I1,oracle1,N0,inversions,7136,9.494775784753363,0.07571710843073651,9.491521860986547,9.351001961883409,9.616472813901344
R3-I1,oracle1,N0,agreement,7136,0.8406350896860988,0.0008117914531222672,0.8406530269058295,0.839164798206278,0.8417628923766816
R3-I1,oracle1,N0,harmful_fraction,7136,0.8990723094170404,0.002878566229368137,0.899313340807175,0.8940582959641256,0.9041479820627802
R3-I1,oracle1,N1,loss,7136,0.17205016816143495,0.000831074723603702,0.1719730941704036,0.17076583520179373,0.17337724215246636
R3-I1,oracle1,N1,recall,7136,0.8279498318385649,0.0008310747236037028,0.8280269058295964,0.8266227578475337,0.8292341647982063
R3-I1,oracle1,N1,inversions,7136,9.848195067264575,0.06935683595731586,9.852858744394618,9.72907090807175,9.945340526905829
R3-I1,oracle1,N1,agreement,7136,0.8279498318385649,0.0008310747236037028,0.8280269058295964,0.8266227578475337,0.8292341647982063
R3-I1,oracle1,N1,harmful_fraction,7136,0.9208408071748877,0.0028775806552544837,0.921104260089686,0.9161715246636771,0.9253082959641256
R3-I1,oracle1,N2,loss,7136,0.13133352017937217,0.0006073408212330484,0.13136911434977577,0.13032441143497758,0.13222393497757848
R3-I1,oracle1,N2,recall,7136,0.8686664798206277,0.0006073408212330501,0.8686308856502243,0.8677760650224215,0.8696755885650225
R3-I1,oracle1,N2,inversions,7136,6.659750560538116,0.03534036454332394,6.662836322869955,6.60474355381166,6.71029288116592
R3-I1,oracle1,N2,agreement,7136,0.8686664798206277,0.0006073408212330501,0.8686308856502243,0.8677760650224215,0.8696755885650225
R3-I1,oracle1,N2,harmful_fraction,7136,0.8357188901345292,0.003610667853851064,0.835482062780269,0.8290288677130045,0.8408492152466368
R3-I1,oracle1,N3,loss,7136,0.12246720852017937,0.0006081134035589749,0.12248458520179373,0.12149593609865471,0.12336322869955157
R3-I1,oracle1,N3,recall,7136,0.8775327914798204,0.0006081134035589766,0.8775154147982063,0.8766367713004485,0.8785040639013453
R3-I1,oracle1,N3,inversions,7136,5.669387612107622,0.029307005567263622,5.671314461883409,5.6233043721973095,5.721594730941704
R3-I1,oracle1,N3,agreement,7136,0.8775327914798204,0.0006081134035589766,0.8775154147982063,0.8766367713004485,0.8785040639013453
R3-I1,oracle1,N3,harmful_fraction,7136,0.8163340807174887,0.003273353829764097,0.8166339686098655,0.8108183856502242,0.8218890134529148
R3-I1,oracle1,N4,loss,7136,0.12222393497757848,0.0003764711641913895,0.12223934977578475,0.12158071748878924,0.12284683295964124
R3-I1,oracle1,N4,recall,7136,0.8777760650224216,0.00037647116419138534,0.8777606502242152,0.8771531670403587,0.8784192825112107
R3-I1,oracle1,N4,inversions,7136,5.654045683856502,0.017958184033035292,5.654568385650224,5.625273262331838,5.681656390134529
R3-I1,oracle1,N4,agreement,7136,0.8777760650224216,0.00037647116419138534,0.8777606502242152,0.8771531670403587,0.8784192825112107
R3-I1,oracle1,N4,harmful_fraction,7136,0.8141942264573988,0.002507126677149654,0.8142516816143497,0.809690302690583,0.8182525224215247
R3-I1,oracle1,N_distance,loss,7136,0.1350051849775785,0.0009340655323532044,0.13490751121076233,0.133628783632287,0.13684136771300448
R3-I1,oracle1,N_distance,recall,7136,0.8649948150224218,0.0009340655323532025,0.8650924887892377,0.8631586322869955,0.8663712163677131
R3-I1,oracle1,N_distance,inversions,7136,6.821583520179373,0.06346714417002482,6.822029147982063,6.726793721973094,6.933772421524663
R3-I1,oracle1,N_distance,agreement,7136,0.8649948150224218,0.0009340655323532025,0.8650924887892377,0.8631586322869955,0.8663712163677131
R3-I1,oracle1,N_distance,harmful_fraction,7136,0.8507034753363228,0.0035484416949738687,0.850686659192825,0.8451303251121076,0.8556684417040359
R4-I1,all,observed,loss,10000,0.10651000000000004,2.7895403077993544e-17,0.10651000000000001,0.10651000000000001,0.10651000000000001
R4-I1,all,observed,recall,10000,0.8466399999999998,3.3474483693592255e-16,0.8466400000000002,0.8466400000000002,0.8466400000000002
R4-I1,all,observed,inversions,10000,6.069699999999999,8.926528984957934e-16,6.0697,6.0697,6.0697
R4-I1,all,observed,agreement,10000,0.8726099999999998,4.463264492478967e-16,0.8726100000000002,0.8726100000000002,0.8726100000000002
R4-I1,all,observed,harmful_fraction,10000,0.7274000000000003,2.2316322462394835e-16,0.7274,0.7274,0.7274
R4-I1,all,N0,loss,10000,0.1426999,0.0007521625321348261,0.14277,0.141328,0.14386049999999997
R4-I1,all,N0,recall,10000,0.8104501,0.0007521625321348283,0.81038,0.8092895,0.8118219999999999
R4-I1,all,N0,inversions,10000,10.242739000000002,0.07098886937222956,10.2464,10.125365,10.348365000000001
R4-I1,all,N0,agreement,10000,0.8339867,0.0007975670770689127,0.833915,0.8328835,0.835311
R4-I1,all,N0,harmful_fraction,10000,0.8351329999999997,0.0035288151501086593,0.8347,0.82918,0.84141
R4-I1,all,N1,loss,10000,0.1517476,0.0006900887367914849,0.15175,0.1507695,0.15285100000000001
R4-I1,all,N1,recall,10000,0.8014024000000001,0.0006900887367914832,0.8014,0.800299,0.8023804999999999
R4-I1,all,N1,inversions,10000,10.622157000000001,0.054850112114652065,10.6222,10.53676,10.7126
R4-I1,all,N1,agreement,10000,0.8212399999999999,0.0007157943951733749,0.82125,0.8202265,0.82236
R4-I1,all,N1,harmful_fraction,10000,0.848018,0.0028121087382168408,0.84795,0.843275,0.852305
R4-I1,all,N2,loss,10000,0.1158159,0.00048821483721075835,0.115795,0.115009,0.116554
R4-I1,all,N2,recall,10000,0.8373341,0.0004882148372107584,0.837355,0.836596,0.838141
R4-I1,all,N2,inversions,10000,7.410490000000001,0.03485289576827644,7.40995,7.348995,7.469004999999999
R4-I1,all,N2,agreement,10000,0.861491,0.0005662913195395601,0.86149,0.8606785,0.8623919999999999
R4-I1,all,N2,harmful_fraction,10000,0.7570220000000001,0.002956539746515727,0.75685,0.7526,0.7621
R4-I1,all,N3,loss,10000,0.1073108,0.00045708492237507244,0.107315,0.1065375,0.108042
R4-I1,all,N3,recall,10000,0.8458392,0.00045708492237507217,0.845835,0.8451080000000001,0.8466125
R4-I1,all,N3,inversions,10000,6.2612119999999996,0.021456040471794283,6.26355,6.226565000000001,6.29151
R4-I1,all,N3,agreement,10000,0.8715191000000001,0.00045035585256482727,0.871505,0.870874,0.872191
R4-I1,all,N3,harmful_fraction,10000,0.734666,0.002833964991978126,0.7345,0.7303,0.739305
R4-I1,all,N4,loss,10000,0.10720719999999999,0.0003913588861617657,0.10726,0.10654,0.10784250000000001
R4-I1,all,N4,recall,10000,0.8459428,0.00039135888616176063,0.84589,0.8453075,0.84661
R4-I1,all,N4,inversions,10000,6.2516359999999995,0.01672455111807217,6.2507,6.224635,6.284665
R4-I1,all,N4,agreement,10000,0.8716621999999999,0.000361197726985923,0.871705,0.8710795,0.8721715
R4-I1,all,N4,harmful_fraction,10000,0.732162,0.002566480906304245,0.7325,0.727895,0.736205
R4-I1,all,N_distance,loss,10000,0.11933589999999997,0.0006569613167585829,0.11931,0.11836,0.1204215
R4-I1,all,N_distance,recall,10000,0.8338141000000001,0.0006569613167585829,0.83384,0.8327285,0.83479
R4-I1,all,N_distance,inversions,10000,7.407974,0.0589970186201015,7.4076,7.322310000000001,7.509345
R4-I1,all,N_distance,agreement,10000,0.8588949000000001,0.0007023186634644588,0.858905,0.8575195,0.8599135
R4-I1,all,N_distance,harmful_fraction,10000,0.775077,0.0036776379936205254,0.77525,0.769185,0.78011
R4-I1,oracle1,observed,loss,7136,0.12204316143497757,2.7895403077993544e-17,0.12204316143497759,0.12204316143497759,0.12204316143497759
R4-I1,oracle1,observed,recall,7136,0.8779568385650229,4.463264492478967e-16,0.8779568385650225,0.8779568385650225,0.8779568385650225
R4-I1,oracle1,observed,inversions,7136,5.573430493273544,8.926528984957934e-16,5.573430493273543,5.573430493273543,5.573430493273543
R4-I1,oracle1,observed,agreement,7136,0.8779568385650229,4.463264492478967e-16,0.8779568385650225,0.8779568385650225,0.8779568385650225
R4-I1,oracle1,observed,harmful_fraction,7136,0.8120795964125559,1.1158161231197418e-16,0.812079596412556,0.812079596412556,0.812079596412556
R4-I1,oracle1,N0,loss,7136,0.15977676569506727,0.0008674701459033265,0.15984445067264574,0.15833169843049327,0.1611266816143498
R4-I1,oracle1,N0,recall,7136,0.8402232343049327,0.0008674701459033228,0.8401555493273543,0.8388733183856503,0.8416683015695068
R4-I1,oracle1,N0,inversions,7136,9.525186378923769,0.07873360123902778,9.526065022421525,9.39773682735426,9.645326513452916
R4-I1,oracle1,N0,agreement,7136,0.8402232343049327,0.0008674701459033228,0.8401555493273543,0.8388733183856503,0.8416683015695068
R4-I1,oracle1,N0,harmful_fraction,7136,0.8997589686098654,0.0030999554175424435,0.8999439461883408,0.8939111547085202,0.9050168161434977
R4-I1,oracle1,N1,loss,7136,0.1722174887892377,0.0008082853900139742,0.17221832959641256,0.17095641816143498,0.17344590807174887
R4-I1,oracle1,N1,recall,7136,0.8277825112107622,0.0008082853900139732,0.8277816704035874,0.8265540919282511,0.8290435818385651
R4-I1,oracle1,N1,inversions,7136,9.890982343049325,0.058395404551327745,9.89307735426009,9.805156950672647,9.970375560538116
R4-I1,oracle1,N1,agreement,7136,0.8277825112107622,0.0008082853900139732,0.8277816704035874,0.8265540919282511,0.8290435818385651
R4-I1,oracle1,N1,harmful_fraction,7136,0.9208982623318386,0.0025572892665701426,0.9208239910313901,0.9168932174887893,0.925175168161435
R4-I1,oracle1,N2,loss,7136,0.13187107623318386,0.0006210024234884497,0.13185257847533632,0.1308954596412556,0.13291830156950674
R4-I1,oracle1,N2,recall,7136,0.868128923766816,0.0006210024234884488,0.8681474215246636,0.8670816984304933,0.8691045403587444
R4-I1,oracle1,N2,inversions,7136,6.746192544843049,0.03832524455886159,6.740190582959642,6.688060538116592,6.809914517937219
R4-I1,oracle1,N2,agreement,7136,0.868128923766816,0.0006210024234884488,0.8681474215246636,0.8670816984304933,0.8691045403587444
R4-I1,oracle1,N2,harmful_fraction,7136,0.8370697869955157,0.0034141001152939855,0.8370936098654709,0.8316774103139013,0.8423486547085202
R4-I1,oracle1,N3,loss,7136,0.12294240470852019,0.000527515102445441,0.12296804932735426,0.12212724215246637,0.12383758408071749
R4-I1,oracle1,N3,recall,7136,0.8770575952914796,0.0005275151024454413,0.8770319506726458,0.8761624159192826,0.8778727578475336
R4-I1,oracle1,N3,inversions,7136,5.736904428251121,0.025534863497639376,5.740470852017937,5.689461883408072,5.778671524663677
R4-I1,oracle1,N3,agreement,7136,0.8770575952914796,0.0005275151024454413,0.8770319506726458,0.8761624159192826,0.8778727578475336
R4-I1,oracle1,N3,harmful_fraction,7136,0.819477298206278,0.0032476668237747057,0.8199271300448431,0.8137542040358745,0.8242783071748878
R4-I1,oracle1,N4,loss,7136,0.12277144058295965,0.00041284026664827186,0.12276485426008968,0.12211322869955157,0.12351457399103138
R4-I1,oracle1,N4,recall,7136,0.8772285594170404,0.0004128402666482708,0.8772351457399103,0.8764854260089686,0.8778867713004485
R4-I1,oracle1,N4,inversions,7136,5.731336883408071,0.018451389064883115,5.731852578475337,5.7068315582959634,5.762626121076233
R4-I1,oracle1,N4,agreement,7136,0.8772285594170404,0.0004128402666482708,0.8772351457399103,0.8764854260089686,0.8778867713004485
R4-I1,oracle1,N4,harmful_fraction,7136,0.8165232623318386,0.0023766011397925372,0.8167741031390134,0.8127662556053812,0.820067264573991
R4-I1,oracle1,N_distance,loss,7136,0.1351036995515695,0.0007882866873109067,0.13499859865470853,0.13399873878923765,0.1363957399103139
R4-I1,oracle1,N_distance,recall,7136,0.8648963004484304,0.0007882866873108975,0.8650014013452915,0.8636042600896862,0.8660012612107624
R4-I1,oracle1,N_distance,inversions,7136,6.815444226457401,0.058955404725984865,6.81320067264574,6.731873598654708,6.918028307174888
R4-I1,oracle1,N_distance,agreement,7136,0.8648963004484304,0.0007882866873108975,0.8650014013452915,0.8636042600896862,0.8660012612107624
R4-I1,oracle1,N_distance,harmful_fraction,7136,0.8509991591928252,0.0038293522139801494,0.8510369955156951,0.845417600896861,0.8580507286995516
