ef_search,feature,bin,count,min_x,max_x,mean_x,mean_loss,query_standard_error,mean_disagreement,harmful_fraction
128,maximum_violation,4,1000,813.009765625,1136.62890625,975.7576668701172,0.13090000000000004,0.0021117882587157384,0.1382,0.957
128,maximum_violation,5,1000,1136.98828125,1488.9140625,1306.2123349609376,0.1405,0.0022482893062959683,0.1501,0.95
128,maximum_violation,6,1000,1489.09375,1908.171875,1687.7611430664062,0.14600000000000002,0.0022156057656787477,0.1561,0.963
128,maximum_violation,7,1000,1908.3125,2385.9140625,2135.358904296875,0.1521,0.0024742093104084205,0.165,0.946
128,maximum_violation,8,1000,2386.4140625,3162.0546875,2735.4326708984377,0.16290000000000004,0.002611591547392205,0.1768,0.946
128,maximum_violation,9,1000,3162.05859375,10413.296875,4100.252994140625,0.17790000000000003,0.0027873570563096794,0.1958,0.954
128,topk_agreement,0,747,0.5,0.7,0.6870147255689425,0.29464524765729583,0.0022727910572888665,0.3129852744310575,0.9946452476572959
128,topk_agreement,1,2515,0.8,0.8,0.7999999999999998,0.18516898608349897,0.0008205218562527019,0.19999999999999996,0.9785288270377733
128,topk_agreement,2,6738,0.9,1.0,0.9274116948649453,0.06767586821015138,0.0005698323208046898,0.0725883051350549,0.6767586821015138
128,random_inversion_rate,0,709,0.005859375,0.021484375,0.019145583568406205,0.1008462623413258,0.0030466990003909507,0.1071932299012694,0.7249647390691114
128,random_inversion_rate,1,972,0.0234375,0.025390625,0.024548691486625515,0.11080246913580247,0.0027149070140169364,0.11769547325102879,0.7623456790123457
128,random_inversion_rate,2,655,0.02734375,0.02734375,0.02734375,0.1117557251908397,0.0032265071415472045,0.12076335877862593,0.783206106870229
128,random_inversion_rate,3,838,0.029296875,0.029296875,0.029296875,0.10525059665871123,0.002773877907038498,0.11205250596658708,0.7577565632458234
128,random_inversion_rate,4,1793,0.03125,0.033203125,0.0322641435443391,0.11332961517010598,0.001979603649172827,0.12275515895147796,0.7830451756832125
128,random_inversion_rate,5,844,0.03515625,0.03515625,0.03515625,0.11267772511848342,0.0028733917295251537,0.12132701421800945,0.7760663507109005
128,random_inversion_rate,6,830,0.037109375,0.037109375,0.037109375,0.11843373493975903,0.0030895773002607434,0.12746987951807226,0.7807228915662651
